Site,Code,Ucode,Type,StateCode,Tstart,Tstop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEname,Ename,Uname
GIK-5,LC175/59,,LP,,1965,*,GIK-5 LC175/59,"PU59 (2?), Ploshchadka 175, GIK-5, Baykonur, Kazakstan",-,62.98,46.045,0.015,RVSN,-,-,-
GIK-5,LC175/1/58,,LP,,1965,*,GIK-5 LC175/2,"PU58 (1?)Ploshchadka 175, GIK-5, Baykonur, Kazakstan",-,62.98,46.045,0.015,RVSN,-,-,-
GIK-5,LC175/2/59,,LP,,1965,*,GIK-5 LC175/59,"PU59 (2?), Ploshchadka 175, GIK-5, Baykonur, Kazakstan",-,62.98,46.045,0.015,RVSN,-,-,-
GIK-5,LC176,,LP,,1965,*,GIK-5 LC176,"Ploshchadka 176, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC176/46,,LP,,1965,*,GIK-5 LC176,"Ploshchadka 176, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC177,,LP,,1965,*,GIK-5 LC177,"Ploshchadka 177, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC177/47,,LP,,1965,*,GIK-5 LC177,"Ploshchadka 177, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC179,,LP,,1965,*,GIK-5 LC179,"Ploshchadka 179, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC179/42,,LP,,1965,*,GIK-5 LC179,"Ploshchadka 179, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC181,,LP,,1965,*,GIK-5 LC181,"Ploshchadka 181, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC181/52,,LP,,1965,*,GIK-5 LC181,"Ploshchadka 181, GIK-5, Baykonur, Kazakstan",-,63,46,0.2,RVSN,-,-,-
GIK-5,LC191/66,,LP,,1965,1980s?,GIK-5 LC191/66,"Ploshchadka 191, GIK-5, Baykonur, Kazakstan",-,63.223,45.967,0.015,RVSN,-,-,-
GIK-5,LC192,,LP,,1965,1980s?,GIK-5 LC192,"Ploshchadka 192, GIK-5, Baykonur, Kazakstan",-,63.306,46.023,0.015,RVSN,-,-,-
GIK-5,LC193,,LP,,1965,1980s?,GIK-5 LC193,"Ploshchadka 193, GIK-5, Baykonur, Kazakstan",-,63.382,45.946,0.015,RVSN,-,-,-
GIK-5,LC194,,LP,,1965,1980s?,GIK-5 LC194,"Ploshchadka 194, GIK-5, Baykonur, Kazakstan",-,63.301,45.854,0.015,RVSN,-,-,-
GIK-5,LC195,,LP,,1965,1980s?,GIK-5 LC195,"Ploshchadka 195, GIK-5, Baykonur, Kazakstan",-,63.235,45.792,0.025,RVSN,-,-,-
GIK-5,LC196,,LP,,1965,1980s?,GIK-5 LC196,"Ploshchadka 196, GIK-5, Baykonur, Kazakstan",-,63.129,45.81,0.025,RVSN,-,-,-
GIK-5,LC200/39,,LP,,1965,*,GIK-5 LC200/39,"PU39, Ploshchadka 200L, GIK-5, Baykonur, Kazakstan",-,63.037,46.035,0.015,RVSN,-,-,-
GIK-5,LC200/40,,LP,,1965,*,GIK-5 LC200/40,"PU40, Ploshchadka 200P, GIK-5, Baykonur, Kazakstan",-,63.044,46.031,0.015,RVSN,-,-,-
GIK-5,LC241,,LP,,1965,1980s?,GIK-5 LC241,"Ploshchadka 241, GIK-5, Baykonur, Kazakstan",-,63.452,45.849,0.03,RVSN,-,-,-
GIK-5,LC242,,LP,,1965,1980s?,GIK-5 LC242,"Ploshchadka 242, GIK-5, Baykonur, Kazakstan",-,63.452,45.932,0.03,RVSN,-,-,-
GIK-5,LC243,,LP,,1965,1980s?,GIK-5 LC243,"Ploshchadka 243, GIK-5, Baykonur, Kazakstan",-,63.692,45.842,0.03,RVSN,-,-,-
GIK-5,LC244,,LP,,1965,1980s?,GIK-5 LC244,"Ploshchadka 244, GIK-5, Baykonur, Kazakstan",-,63.612,45.826,0.03,RVSN,-,-,-
GIK-5,LC245,,LP,,1965,1980s?,GIK-5 LC245,"Ploshchadka 245, GIK-5, Baykonur, Kazakstan",-,63.506,45.813,0.02,RVSN,-,-,-
GIK-5,LC246,,LP,,1965,1980s?,GIK-5 LC246,"Ploshchadka 246, GIK-5, Baykonur, Kazakstan",-,63.414,45.752,0.02,RVSN,-,-,-
GIK-5,LC250,,LP,,1987,*,GIK-5 LC250,"Ploshchadka 250, GIK-5, Baykonur, Kazakstan",-,63.309,45.995,0.015,RVSN,-,-,-
GIK-5,PL251,,LP,,1987,*,GIK-5 PL251,"Buran runway, GIK-5 Baykonur",-,63.324,46.029,0.02,RVSN,-,-,-
GNIIP,Yu-1,,LP,,1994,-,GNIIP Yu-1,"ShPU Ploshch. Yuzhnaya-1, , Plesetsk, Rossiya",-,-,-,,RVSN,,,-
GNIIP,Yu-2,,LP,,1994,-,GNIIP Yu-2,"ShPU Ploshch. Yuzhnaya-2  , Plesetsk, Rossiya",-,-,-,,RVSN,,,-
GNIIP,LC158,-,LP,,1982,*,GNIIP LC158,"Ploshchadka 158, GNIIP, Plesetsk, Rossiya",-,41.08,63.05,0.3,RVSN,-,-,-
GNIIP,LC167,-,LP,,1982,*,GNIIP LC167,"15Zh58 SP, GNIIP, Plesetsk     (ID uncertain)",-,41.13,62.98,0.3,RVSN,-,-,-
GNIIP,LC163/18,,LP,,1967,*,NIIP-53 LC163,"LC163 , 53 NIIP, Plesetsk",-,40.8,62.9,0.2,RVSN,-,-,-
GNIIP,LC169,,LP,,1967,*,NIIP-53 LC169,"LC169, 53 NIIP, Plesetsk",-,40.8,62.9,0.2,RVSN,-,-,-
GNIIP,LC(T2),-,LP,,1982,*,GNIIP LC(T2),"15Zh44/15Zh60 SP, GNIIP, Plesetsk",-,41.083,63.083,0.3,RVSN,-,-,-
GNIIP,LC(T3),-,LP,,1982,*,GNIIP LC(T3),"Topol'-M SP, GNIIP, Plesetsk",-,41.092,63.1,0.3,RVSN,-,-,-
GNIIP,LC(T4),-,LP,,1982,*,GNIIP LC(T4),"15Zh44 SP, GNIIP, Plesetsk",-,41.12,63.11,0.3,RVSN,-,-,-
GRLY,5IN,-,LP,,07-Aug-71,14-Aug-71,GRLY  5IN,"HARP 5-inch Gun, Fort Greely, Alaska",-,-146,64,0.25,USA,-,-,-
GRLC,Pad 1,-,LP,,10-Feb-64,24-Aug-73,GRLC  Pad 1,"Pad 1, Green River, Utah",-,-110.1,38.9,0.1,USAF,-,-,-
GRLC,Pad 2,-,LP,,10-Feb-64,24-Aug-73,GRLC  Pad 2,"Pad 2, Green River, Utah",-,-110.1,38.9,0.1,USAF,-,-,-
GRLC,Pad 3,-,LP,,10-Feb-64,24-Aug-73,GRLC  Pad 3,"Pad 3, Green River, Utah",-,-110.1,38.9,0.1,USAF,-,-,-
GTsP-4,Mayak-1,-,LP,,21-Dec-59,24-Oct-64,GTsP- Mayak-1,"Mayak-1 silo, GTsP-4, Kapustin Yar",-,46.25,48.55,0.1,RVSN,-,-,-
GTsP-4,Mayak-2,-,LP,,21-Dec-59,24-Oct-64,GTsP- Mayak-2,"Mayak-2 silo, GTsP-4, Kapustin Yar",-,46.2839,48.6841,0.0002,RVSN,-,-,-
GTsP-4,LC21,-,LP,,1953,1970s,GTsP- silo,"LC21, GTsP-4, Kapustin Yar",-,46.2,48.6,0.2,RVSN,-,-,-
GTsP-4,ShPU,-,LP,,1960,1970s,GTsP- silo,"Unknown silo, GTsP-4, Kapustin Yar",-,46.2,48.6,0.2,RVSN,-,-,-
GTsP-4,OKB1,-,LP,,1946,1970s,GTsP- OKB1,"Korolev launch area, GTsP-4, Kapustin Yar",-,45.75,48.75,0.02,RVSN,-,-,-
GTsP-4,MR-100,-,LP,,1960,*,GTsP- MR-100,"MR-100 launch area, GTsP-4, Kapustin Yar",-,46.23,48.67,0.02,RVSN,-,-,-
GTsP-4,LC107,-,LP,,1973,*,GTsP- LC107,"Ploshchadka  107 (PU 1 or 2), GTsP-4, Kapustin Yar",-,46.3,48.6,0.02,RVSN,-,-,-
GTsP-4,LC107/1,-,LP,,1973,*,GTsP- LC107/1,"Ploshchadka  107/1, GTsP-4, Kapustin Yar",-,46.3001,48.5406,0.0002,RVSN,-,-,-
GTsP-4,LC107/2,-,LP,,1973,*,GTsP- LC107/2,"Ploshchadka  107/2, GTsP-4, Kapustin Yar",-,46.2978,48.54,0.0002,RVSN,-,-,-
GTsP-4,LC108,-,LP,,26-Dec-67,19-Apr-73,GTsP- LC108,"Ploshchadka  1084, GTsP-4, Kapustin Yar",-,46.2957,48.5568,0.1,RVSN,-,-,-
GTsP-4,LC84,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC84,"Ploshchadka  84 GTsP-4, Kapustin Yar",-,46.25,48.55,0.02,RVSN,-,-,-
GTsP-4,LC84/1,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC84,"Ploshchadka  84 GTsP-4, Kapustin Yar",-,46.25,48.55,0.02,RVSN,-,-,-
GTsP-4,LC86,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86,"Ploshchadka  86 (PU 1 or 4), GTsP-4, Kapustin Yar",-,46.25,48.55,0.02,RVSN,-,-,-
GTsP-4,LC86/1,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-,-,-
GTsP-4,LC86/1-1,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-,-,-
GTsP-4,LC86/1-2,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-,-,-
GTsP-4,LC86/1-3,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-,-,-
GTsP-4,LC86/1-4,-,LP,,01-Dec-64,19-Dec-67,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-,-,-
GTsP-4,LC86/4,-,LP,,26-Dec-67,19-Apr-73,GTsP- LC86/4,"Ploshchadka  86/4, GTsP-4, Kapustin Yar",-,46.2957,48.5568,0.0002,RVSN,-,-,-
GTsP-4,LC231,-,LP,,26-Dec-67,19-Apr-73,GTsP- LC231,"Ploshchadka  231   GTsP-4, Kapustin Yar",-,46.2957,48.5568,0.5,RVSN,-,-,-
GTsP-4,PL87,-,LP,,1946,*,GTsP- PL87,"Ploshchadka 87, GTsP-4, Kapustin Yar",-,45.8,48.5,0.1,RVSN,-,-,-
GTsP-4,SM-49,-,LP,,1955,1960?,GTsP- SM-49,"SM-49 submarine simulator, Kapustin Yar",-,45.8,48.5,0.1,RVSN,-,-,-
GTsP-4,SP-2,-,LP,,1955,1960?,GTsP- SP-2,"Unknown site for R-2A launches, near KY",-,45.8,48.5,1,RVSN,-,-,-
HAD,LM10-DS,-,LP,,02-Aug-71,02-Aug-71,HAD   LM10-DS,"LM 10 Descent Stage, Hadley Base, Montes Apenninus, Montes Apenninus B4",Luna,3.66,26.08,0.01,NASA,-,-,-
HADC,A,-,LP,,02-Dec-49,*,HADC  A,"Holloman Air Development Center, Aerobee tower",-,-106.1228,32.8931,0.001,USAF,-,-,WS
HADC,NATIV,-,LP,,02-Dec-49,*,HADC  NATIV,"Holloman Air Development Center, NATIV pad (=LP1?)",-,-106.1272,32.8892,0.01,USAF,-,-,WS
HADC,LP1,-,LP,,1949,1951,HADC  LP1,"Unidentified pad at HADC, possibly NATIV? ACC property 1139",-,-106.1272,32.8892,0.0001,USAF,-,-,WS
HADC,LP2,-,LP,,1949,1951,HADC  LP2,"Unidentified pad at HADC, possibly NATIV? ACC property 1142",-,-106.1277,32.8844,0.0001,USAF,-,-,WS
HADC,SLED,-,LP,,02-Dec-49,*,HADC  SLED,"Holloman Air Development Center, Sled Test Track",-,-106.1499,32.8848,0.0001,USAF,-,-,WS
HADC,ZEL,-,LP,,02-Dec-49,*,HADC  ZEL,"Holloman Air Development Center, Able-51/ZEL for Matador/Mace",-,-106.1475,32.8665,0.0001,USAF,-,-,WS
HH,RW14/32,-,LP,,1959,1967,HH    RW14/32,"RW14/32, Hidden Hills Dry Lake, California",-,-115.95,36,0.02,NASA/USAF,-,-,-
HH,A1,-,LP,,1959,1967,HH    A1,"Hidden Hills drop zone A1, California",-,-115.77,36.35,0.02,NASA/USAF,-,-,-
HH,A2,-,LP,,1959,1967,HH    A2,"Hidden Hills drop zone A2, California",-,-115.98,36.33,0.02,NASA/USAF,-,-,-
HH,A3,-,LP,,1959,1967,HH    A3,"Hidden Hills drop zone A3, California",-,-116.03,36.37,0.02,NASA/USAF,-,-,-
HH,A4,-,LP,,1959,1967,HH    A4,"Hidden Hills drop zone A4, California",-,-116.18,36.33,0.02,NASA/USAF,-,-,-
HH,A5,-,LP,,1959,1967,HH    A5,"Hidden Hills drop zone A5, California",-,-116.27,36.3,0.02,NASA/USAF,-,-,-
HH,B1,-,LP,,1959,1967,HH    B1,"Hidden Hills drop zone B1, California",-,-115.66,35.94,0.02,NASA/USAF,-,-,-
HH,B2,-,LP,,1959,1967,HH    B2,"Hidden Hills drop zone B2, California",-,-115.65,35.97,0.02,NASA/USAF,-,-,-
HH,B3,-,LP,,1959,1967,HH    B3,"Hidden Hills drop zone B3, California",-,-115.65,35.92,0.02,NASA/USAF,-,-,-
HMG,Beni,-,LP,,1949,1967,HMG   Beni,"Beni Abbes, Algerie",-,-2.143,30.126,0.01,F,-,-,-
HMG,Bacchus,-,LP,,1952,1967,HMG   Bacchus,"Bacchus, CIEES B2, Hammaguir, Algerie",-,-3.0691,30.8497,0.0001,F,-,-,-
HMG,Beatrice,-,LP,,1952,1967,HMG   Beatrice,"Beatrice, CIEES B2, Hammaguir, Algerie",-,-3.0154,30.7986,0.0001,F,-,-,-
HMG,Blandine,-,LP,,1952,1967,HMG   Blandine,"Blandine, CIEES B2, Hammaguir, Algerie",-,-3.085,30.8591,0.0001,F,-,-,-
HMG,Brigitte,-,LP,,1952,1967,HMG   Brigitte,"Brigitte, CIEES B2, Hammaguir, Algerie",-,-3.0539,30.7782,0.0001,F,-,-,-
HMG,Agate,-,LP,,1952,1967,HMG   Brigitte/A,"Agate launcher, Brigitte, CIEES B2, Hammaguir, Algerie",-,-3.0566,30.7782,0.0001,F,-,-,-
HMG,BouH,-,LP,,20-May-52,18-Nov-65,HMG   Bechar,"Bou Hammadi, CIEES, Colomb-Bechar, Algerie",-,-2.18,31.32,0.1,F,-,-,-
HMG,Bechar,-,LP,,20-May-52,18-Nov-65,HMG   Bechar,"CIEES B0, Colomb-Bechar, Algerie",-,-2.3,31.72,0.01,F,-,-,-
HMG,Itmar,-,LP,,20-May-52,18-Nov-65,HMG   Bechar,"CIEES B1, Colomb-Bechar, Algerie",-,-2.2635,31.6315,0.0001,F,-,-,-
HMG,Leger,-,LP,,1949,1967,HMG   Leger,"Base Georges Leger, CIEES B1, Hameida Hammada, Colomb-Bechar, Algerie",-,-2.263,31.633,0.001,F,-,-,-
HVP,P7,-,LP,,1942,1945,HVP   P7,"Test Stand P7, Heersversuchsstelle Peenemunde",-,13.801,54.173,0.01,WEHR,-,-,-
HVP,P10,-,LP,,1942,1945,HVP   P10,"Launch Site P10, Heersversuchsstelle Peenemunde",-,13.815,54.162,0.05,WEHR,-,-,-
HVP,GWO,-,LP,,1944,1945,HVP   GWO,"Greifswalder Oie, Mecklenburg-Vorpommern, Deutschland",-,13.92,54.25,0.02,WEHR,-,-,-
HVP,SK,-,LP,,1942,1945,HVP   SK,"Siedlung Kalrshagen, Heersversuchsstelle Peenemunde",-,13.801,54.173,0.05,WEHR,-,-,-
IGY01,LP1,-,LP,,1957,1958,IGY01 LP1,"IGY Rockoon Launch Site 1, Atlantic Ocean LP1",-,-54,55,0.02,USN,-,-,-
IGY01,LP2,-,LP,,1957,1958,IGY01 LP2,"IGY Rockoon Launch Site 1, Atlantic Ocean LP2",-,-54.42,56.62,0.02,USN,-,-,-
IGY01,LP3,-,LP,,1957,1958,IGY01 LP3,"IGY Rockoon Launch Site 1, Atlantic Ocean LP3",-,-56.28,62.27,0.02,USN,-,-,-
IGY01,LP4,-,LP,,1957,1958,IGY01 LP4,"IGY Rockoon Launch Site 1, Atlantic Ocean LP4",-,-56.15,63.93,0.02,USN,-,-,-
IGY01,LP5,-,LP,,1957,1958,IGY01 LP5,"IGY Rockoon Launch Site 1, Atlantic Ocean LP5",-,-57.05,67.33,0.02,USN,-,-,-
IGY01,LP6,-,LP,,1957,1958,IGY01 LP6,"IGY Rockoon Launch Site 1, Atlantic Ocean LP6",-,-58.52,72.92,0.02,USN,-,-,-
IGY01,LP7,-,LP,,1957,1958,IGY01 LP7,"IGY Rockoon Launch Site 1, Atlantic Ocean LP7",-,-63.32,75.2,0.02,USN,-,-,-
IGY01,LP8,-,LP,,1957,1958,IGY01 LP8,"IGY Rockoon Launch Site 1, Atlantic Ocean LP8",-,-63.57,74.3,0.02,USN,-,-,-
IGY01,LP9,-,LP,,1957,1958,IGY01 LP9,"IGY Rockoon Launch Site 1, Atlantic Ocean LP9",-,-58.33,72.07,0.02,USN,-,-,-
IGY01,LP10,-,LP,,1957,1958,IGY01 LP10,"IGY Rockoon Launch Site 1, Atlantic Ocean LP10",-,-57,70.4,0.02,USN,-,-,-
IGY01,LP11,-,LP,,1957,1958,IGY01 LP11,"IGY Rockoon Launch Site 1, Atlantic Ocean LP11",-,-54.93,66.67,0.02,USN,-,-,-
IGY01,LP12,-,LP,,1957,1958,IGY01 LP12,"IGY Rockoon Launch Site 1, Atlantic Ocean LP12",-,-53.95,64.68,0.02,USN,-,-,-
IGY01,LP13,-,LP,,1957,1958,IGY01 LP13,"IGY Rockoon Launch Site 1, Atlantic Ocean LP13",-,-53.72,63.05,0.02,USN,-,-,-
IGY01,LP14,-,LP,,1957,1958,IGY01 LP14,"IGY Rockoon Launch Site 1, Atlantic Ocean LP14",-,-49.27,60.58,0.02,USN,-,-,-
IGY01,LP15,-,LP,,1957,1958,IGY01 LP15,"IGY Rockoon Launch Site 1, Atlantic Ocean LP15",-,-47.8,59.3,0.02,USN,-,-,-
IGY01,LP16,-,LP,,1957,1958,IGY01 LP16,"IGY Rockoon Launch Site 1, Atlantic Ocean LP16",-,-48.15,57.73,0.02,USN,-,-,-
IGY01,LP17,-,LP,,1957,1958,IGY01 LP17,"IGY Rockoon Launch Site 1, Atlantic Ocean LP17",-,-48.77,56.22,0.02,USN,-,-,-
IGY01,LP18,-,LP,,1957,1958,IGY01 LP18,"IGY Rockoon Launch Site 1, Atlantic Ocean LP18",-,-48.93,55.67,0.02,USN,-,-,-
IGY02,LP1,US,LP,,23-Sep-57,10-Nov-57,IGY02 -,"1957 NRL USS Glacier cruise, Atlantic and Pacific Oceans",-,-0.99,0.83,0.02,USN,-,-,-
IGY02,LP2,-,LP,,1957,1958,IGY03 -,"IGY Rockoon Launch Site 3, Atlantic Ocean",-,-74.4,25.33,0.02,USN,-,-,-
IGY02,LP3,-,LP,,1957,1958,IGY04 -,"IGY Rockoon Launch Site 4, Atlantic Ocean",-,-89.48,5.47,0.02,USN,-,-,-
IGY02,LP4,-,LP,,1957,1958,IGY05 -,"IGY Rockoon Launch Site 5, Pacific Ocean",-,-143.13,2.17,0.02,USN,-,-,-
IGY02,LP5,-,LP,,1957,1958,IGY06 -,"IGY Rockoon Launch Site 6, Pacific Ocean",-,-150.38,2.27,0.02,USN,-,-,-
IGY02,LP6,-,LP,,1957,1958,IGY07 -,"IGY Rockoon Launch Site 7, Pacific Ocean",-,-156.63,7.12,0.02,USN,-,-,-
IGY02,LP7,-,LP,,1957,1958,IGY08 -,"IGY Rockoon Launch Site 8, Pacific Ocean",-,-156.92,6.47,0.02,USN,-,-,-
IGY02,LP8,-,LP,,1957,1958,IGY09 -,"IGY Rockoon Launch Site 9, Pacific Ocean",-,-157.02,6.18,0.02,USN,-,-,-
IGY02,LP9,-,LP,,1957,1958,IGY10 -,"IGY Rockoon Launch Site 10, Pacific Ocean",-,-158.012,3.93,0.02,USN,-,-,-
IGY02,LP10,-,LP,,1957,1958,IGY11 -,"IGY Rockoon Launch Site 11, Pacific Ocean",-,-158.012,3.38,0.02,USN,-,-,-
IGY02,LP11,-,LP,,1957,1958,IGY12 -,"IGY Rockoon Launch Site 12, Pacific Ocean",-,-159.92,1.87,0.02,USN,-,-,-
IGY02,LP12,-,LP,,1957,1958,IGY13 -,"IGY Rockoon Launch Site 13, Pacific Ocean",-,-160.53,0.8,0.02,USN,-,-,-
IGY02,LP13,-,LP,,1957,1958,IGY14 -,"IGY Rockoon Launch Site 14, Pacific Ocean",-,-160.87,0.35,0.02,USN,-,-,-
IGY02,LP14,-,LP,,1957,1958,IGY15 -,"IGY Rockoon Launch Site 15, Pacific Ocean",-,-161.08,-2.08,0.02,USN,-,-,-
IGY02,LP15,-,LP,,1957,1958,IGY16 -,"IGY Rockoon Launch Site 16, Pacific Ocean",-,-161.42,-2.52,0.02,USN,-,-,-
IGY02,LP16,-,LP,,1957,1958,IGY17 -,"IGY Rockoon Launch Site 17, Pacific Ocean",-,-161.47,-2.83,0.02,USN,-,-,-
IGY02,LP17,-,LP,,1957,1958,IGY18 -,"IGY Rockoon Launch Site 18, Pacific Ocean",-,-162.17,-6.57,0.02,USN,-,-,-
IGY02,LP18,-,LP,,1957,1958,IGY19 -,"IGY Rockoon Launch Site 19, Pacific Ocean",-,-163.4,-17.7,0.02,USN,-,-,-
IGY02,LP19,-,LP,,1957,1958,IGY20 -,"IGY Rockoon Launch Site 20, Pacific Ocean",-,-165.98,-39.07,0.02,USN,-,-,-
IGY02,LP20,-,LP,,1957,1958,IGY21 -,"IGY Rockoon Launch Site 21, Pacific Ocean",-,-166.18,-40.45,0.02,USN,-,-,-
IGY02,LP21,-,LP,,1957,1958,IGY22 -,"IGY Rockoon Launch Site 22, Pacific Ocean",-,-169.65,-50.72,0.02,USN,-,-,-
IGY02,LP22,-,LP,,1957,1958,IGY23 -,"IGY Rockoon Launch Site 23, Pacific Ocean",-,-176.1,-60.08,0.02,USN,-,-,-
IGY02,LP23,-,LP,,1957,1958,IGY24 -,"IGY Rockoon Launch Site 24, Pacific Ocean",-,-176.63,-60.73,0.02,USN,-,-,-
IGY02,LP24,-,LP,,1957,1958,IGY25 -,"IGY Rockoon Launch Site 25, Pacific Ocean",-,-177.85,-65.05,0.02,USN,-,-,-
IGY02,LP25,-,LP,,1957,1958,IGY26 -,"IGY Rockoon Launch Site 26, Pacific Ocean",-,-177.63,-65.38,0.02,USN,-,-,-
IGY02,LP26,-,LP,,1957,1958,IGY27 -,"IGY Rockoon Launch Site 27, Pacific Ocean",-,175.7,-70.23,0.02,USN,-,-,-
IGY02,LP27,-,LP,,1957,1958,IGY28 -,"IGY Rockoon Launch Site 28, Pacific Ocean",-,175.83,-70.8,0.02,USN,-,-,-
IGY02,LP28,-,LP,,1957,1958,IGY29 -,"IGY Rockoon Launch Site 29, Pacific Ocean",-,176.13,-71.17,0.02,USN,-,-,-
IGY02,LP29,-,LP,,1957,1958,IGY30 -,"IGY Rockoon Launch Site 30, Pacific Ocean",-,176.75,-71.47,0.02,USN,-,-,-
IGY02,LP30,-,LP,,1957,1958,IGY31 -,"IGY Rockoon Launch Site 31, Pacific Ocean",-,176.67,-71.97,0.02,USN,-,-,-
IGY02,LP31,-,LP,,1957,1958,IGY32 -,"IGY Rockoon Launch Site 32, Pacific Ocean",-,173.55,-70.85,0.02,USN,-,-,-
IGY02,LP32,-,LP,,1957,1958,IGY33 -,"IGY Rockoon Launch Site 33, Pacific Ocean",-,173.63,-69.53,0.02,USN,-,-,-
IGY02,LP33,-,LP,,1957,1958,IGY34 -,"IGY Rockoon Launch Site 34, Pacific Ocean",-,174.62,-66.58,0.02,USN,-,-,-
IGY02,LP34,-,LP,,1957,1958,IGY35 -,"IGY Rockoon Launch Site 35, Pacific Ocean",-,174.68,-66.15,0.02,USN,-,-,-
IGY02,LP35,-,LP,,1957,1958,IGY36 -,"IGY Rockoon Launch Site 36, Pacific Ocean",-,173.92,-48.3,0.02,USN,-,-,-
IGY02,LP36,-,LP,,1957,1958,IGY37 -,"IGY Rockoon Launch Site 37, Pacific Ocean",-,173.83,-48.02,0.02,USN,-,-,-
IOR2,LP1,-,LP,,1967,1967,IOR2  LP1,"Vokyekov Expedition 1967, IOR  Launch Position 1",-,87.283,-0.53,0.01,SU,-,-,-
IOR2,LP2,-,LP,,1967,1967,IOR2  LP2,"Vokyekov Expedition 1967, IOR  Launch Position 2",-,61.166,-13.02,0.01,SU,-,-,-
IOR2,LP3,-,LP,,1967,1967,IOR2  LP3,"Vokyekov Expedition 1967, IOR  Launch Position 3",-,60.083,-39.467,0.01,SU,-,-,-
IOR2,LP4,-,LP,,1967,1967,IOR2  LP4,"Vokyekov Expedition 1967, IOR  Launch Position 4",-,59.833,-47.717,0.01,SU,-,-,-
IOR2,LP5,-,LP,,1967,1967,IOR2  LP5,"Vokyekov Expedition 1967, IOR  Launch Position 5",-,59.8,-56.133,0.01,SU,-,-,-
IOR2,LP6,-,LP,,1967,1967,IOR2  LP6,"Vokyekov Expedition 1967, IOR  Launch Position 6",-,60.167,-60.033,0.01,SU,-,-,-
IOR2,LP7,-,LP,,1967,1967,IOR2  LP7,"Vokyekov Expedition 1967, IOR  Launch Position 7",-,64.983,-20.033,0.01,SU,-,-,-
IQBA,N,-,LP,,20-Mar,20-Mar,Basra N,Mobile launchers N of Basra,"Basra, Iraq",47.82,30.5,0.5,IQ,-,-,-
IQBA,NQ,-,LP,,20-Mar,20-Mar,Basra-Qurnah,"Mobile launcher, Qurnah, N of Basra","Basra, Iraq",47.43,31.02,0.1,IQ,-,-,-
IQBA,S,-,LP,,20-Mar,20-Mar,Basra S,Mobile launchers S of Basra,"Basra, Iraq",47.82,30.5,0.5,IQ,-,-,-
IQBA,W,-,LP,,20-Mar,20-Mar,Basra W,Mobile launchers W of Basra,"Basra, Iraq",47.82,30.5,0.5,IQ,-,-,-
IQBA,NW,-,LP,,20-Mar,20-Mar,Basra NW,Mobile launchers NW of Basra,"Basra, Iraq",47.82,30.5,0.5,IQ,-,-,-
JHAM,S,-,LP,,20-Mar,20-Mar,JHAM South Site,"South Site, Jabal Hamzah","Jabal Hamzah, Egypt",30.6167,30.1003,0.0002,EGAO,-,-,-
JHIM,G350,-,LP,,1990,1990,Jebel Himreen,"0.35m  gun, Jebel Himreen",Iraq,45.3,34,0.5,IQ,-,-,-
JI,S,-,LP,,1958,1975,JI    S,Johnston Island DOMINIC south launchers,-,-169.5238,16.7374,0.0001,USAF,-,-,-
JI,LE1,-,LP,,1962,1975,JI    LE1,"Launch Emplacement 1, Johnston Island NW end  [Former VAFB LE-7?]",-,-169.5379,16.7296,0.0001,USAF,-,-,-
JI,LE2,-,LP,,1962,1975,JI    LE2,"Launch Emplacement 2, Johnston Island NW end  [Former VAFB LE-8?]",-,-169.5344,16.7321,0.0001,USAF,-,-,-
JI,LC1,-,LP,,1958,1958,JI    LC1,"Redstone Pad 1, Johnston Island east end",-,-169.5256,16.7336,0.0002,USAF,-,-,-
JI,UL6,Pad 6,LP,,1958,1958,JI    UL6,"Universal Launcher 6, Johnston Island",-,-169.524,16.737,0.02,USAF,-,-,-
